%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = Time (ms)
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
640.0, -41516.53, -5061.71, -9745.05, -7053.52, -4645.79, -2924.26, -21373.05, -39968.61, 0.00, 0.00, 0.00
644.0, -41529.59, -5062.63, -9678.89, -7148.91, -4713.18, -2815.47, -21253.09, -39846.18, 0.00, 0.00, 0.00
648.0, -42284.76, -4942.06, -10158.89, -7674.74, -4821.27, -2668.84, -21106.80, -40138.32, 0.00, 0.00, 0.00
652.0, -42372.67, -4885.29, -10291.23, -7663.72, -4771.85, -2746.29, -21202.55, -40307.17, 0.00, 0.00, 0.00
656.0, -41597.09, -5004.47, -9802.04, -7122.99, -4664.90, -2918.00, -21385.34, -40013.93, 0.00, 0.00, 0.00
660.0, -41421.92, -5049.24, -9636.33, -7106.27, -4703.41, -2827.88, -21283.69, -39842.99, 0.00, 0.00, 0.00
664.0, -42140.05, -4919.98, -10096.53, -7665.17, -4803.32, -2636.72, -21085.56, -40119.86, 0.00, 0.00, 0.00
668.0, -42371.91, -4862.22, -10319.06, -7767.54, -4773.26, -2705.92, -21174.23, -40330.84, 0.00, 0.00, 0.00
672.0, -41622.10, -4958.98, -9864.67, -7229.20, -4663.07, -2904.30, -21383.29, -40069.34, 0.00, 0.00, 0.00
676.0, -41247.15, -5011.55, -9580.67, -7068.83, -4683.34, -2866.43, -21335.79, -39827.86, 0.00, 0.00, 0.00
680.0, -41869.53, -4893.87, -9960.36, -7577.17, -4787.90, -2663.12, -21126.18, -40030.74, 0.00, 0.00, 0.00
684.0, -42288.89, -4789.84, -10299.26, -7819.24, -4782.67, -2670.52, -21151.28, -40308.53, 0.00, 0.00, 0.00
688.0, -41646.98, -4878.63, -9924.55, -7328.22, -4665.39, -2882.12, -21380.94, -40109.00, 0.00, 0.00, 0.00
692.0, -41116.39, -4979.34, -9531.95, -7019.70, -4653.28, -2901.30, -21385.23, -39802.04, 0.00, 0.00, 0.00
696.0, -41625.23, -4875.45, -9816.15, -7452.63, -4749.59, -2682.23, -21158.21, -39928.80, 0.00, 0.00, 0.00
700.0, -42208.83, -4765.21, -10244.41, -7817.68, -4777.66, -2638.44, -21128.01, -40254.53, 0.00, 0.00, 0.00
704.0, -41726.28, -4830.39, -9973.44, -7414.95, -4670.73, -2844.13, -21348.66, -40136.80, 0.00, 0.00, 0.00
708.0, -41077.12, -4961.66, -9506.02, -6996.70, -4642.99, -2918.06, -21418.51, -39795.67, 0.00, 0.00, 0.00
712.0, -41463.96, -4906.27, -9688.72, -7341.25, -4740.54, -2719.09, -21207.71, -39851.62, 0.00, 0.00, 0.00
716.0, -42221.39, -4754.22, -10198.01, -7831.65, -4787.05, -2604.25, -21100.18, -40222.81, 0.00, 0.00, 0.00
720.0, -41962.65, -4772.39, -10074.53, -7570.80, -4680.66, -2771.75, -21284.20, -40217.80, 0.00, 0.00, 0.00
724.0, -41217.04, -4918.86, -9558.54, -7070.95, -4613.71, -2916.99, -21426.87, -39859.66, 0.00, 0.00, 0.00
728.0, -41389.91, -4942.28, -9596.48, -7272.16, -4697.84, -2769.60, -21261.07, -39801.53, 0.00, 0.00, 0.00
732.0, -42191.13, -4813.96, -10118.86, -7819.76, -4771.69, -2607.80, -21102.86, -40155.87, 0.00, 0.00, 0.00
736.0, -42129.21, -4819.80, -10116.22, -7676.06, -4694.51, -2760.66, -21269.72, -40224.13, 0.00, 0.00, 0.00
740.0, -41390.49, -4954.02, -9606.80, -7144.53, -4614.38, -2914.94, -21423.30, -39896.66, 0.00, 0.00, 0.00
744.0, -41401.51, -5011.13, -9518.60, -7212.62, -4674.69, -2825.04, -21321.69, -39756.36, 0.00, 0.00, 0.00
748.0, -42206.95, -4905.34, -10005.13, -7748.48, -4783.61, -2658.25, -21155.97, -40048.11, 0.00, 0.00, 0.00
752.0, -42377.25, -4848.54, -10155.43, -7755.52, -4735.66, -2736.39, -21254.34, -40220.42, 0.00, 0.00, 0.00
756.0, -41663.63, -4952.86, -9686.26, -7234.41, -4630.12, -2904.52, -21427.97, -39949.70, 0.00, 0.00, 0.00
760.0, -41484.03, -5042.80, -9488.54, -7187.81, -4672.27, -2855.48, -21364.33, -39756.69, 0.00, 0.00, 0.00
764.0, -42223.20, -4959.65, -9920.29, -7720.25, -4787.83, -2677.18, -21180.76, -39998.56, 0.00, 0.00, 0.00
768.0, -42565.63, -4879.32, -10180.46, -7864.17, -4766.22, -2709.34, -21230.16, -40236.78, 0.00, 0.00, 0.00
772.0, -41896.67, -4957.88, -9753.50, -7356.09, -4652.00, -2908.43, -21440.42, -40002.80, 0.00, 0.00, 0.00
776.0, -41519.41, -4924.00, -9443.43, -7166.04, -4667.98, -2897.75, -21413.78, -39739.57, 0.00, 0.00, 0.00
780.0, -42128.54, -4625.76, -9789.80, -7645.64, -4767.31, -2694.26, -21198.53, -39907.86, 0.00, 0.00, 0.00
784.0, -42597.08, -4461.59, -10133.01, -7903.60, -4763.11, -2686.28, -21204.74, -40185.17, 0.00, 0.00, 0.00
788.0, -42007.02, -4526.47, -9776.85, -7433.56, -4650.64, -2888.58, -21418.65, -40004.43, 0.00, 0.00, 0.00
792.0, -41457.66, -4656.85, -9362.52, -7099.45, -4639.48, -2929.26, -21452.29, -39682.97, 0.00, 0.00, 0.00
796.0, -41944.84, -4641.00, -9610.38, -7492.08, -4745.90, -2738.07, -21245.64, -39771.15, 0.00, 0.00, 0.00
800.0, -42596.10, -4522.29, -10060.88, -7883.42, -4778.18, -2664.71, -21181.16, -40109.20, 0.00, 0.00, 0.00
804.0, -42184.25, -4568.27, -9826.09, -7514.23, -4671.45, -2861.00, -21392.00, -40023.77, 0.00, 0.00, 0.00
